training_step,curriculum_stage,horizon,mode_entropy,spawn_probability,spawn_action_frequency,mode_explore_fraction,mode_explore_team_fraction,mode_forage_fraction,mode_forage_team_fraction,mode_camp_fraction,mode_camp_team_fraction,mode_evade_fraction,mode_evade_team_fraction,mode_regroup_fraction,mode_regroup_team_fraction,mode_conserve_fraction,mode_conserve_team_fraction,movement_intensity_mean,movement_intensity_std,movement_intensity_min,movement_intensity_max,steering_residual_mean,steering_residual_std,steering_residual_min,steering_residual_max
112,1,900.0,1.3266623668743733,0.5629448359565683,0.5631831288337708,0.06740900383141762,0.0700500041399165,0.3728448275862069,0.38671677762620843,0.1424808429118774,0.13233928305624973,0.08536877394636015,0.0825396750726869,0.17157567049808428,0.16547156741934574,0.16032088122605365,0.16288269268559272,0.5590912699699402,0.26112282276153564,0.0001301246229559183,0.9999629259109497,-0.01722775772213936,0.47792038321495056,-0.9986200332641602,0.9993281364440918
113,1,900.0,1.3687549048129803,0.5438249978064069,0.5485838055610657,0.07646435197455606,0.07366323139366207,0.34428836469652796,0.3648444306406127,0.14206201961304002,0.13083053027626002,0.09607739199575935,0.09469557512739993,0.17638483965014579,0.16590315118585544,0.16472303206997085,0.17006308137620985,0.5535566806793213,0.26143234968185425,0.0006726207211613655,0.9996004104614258,-0.018167508766055107,0.4862687885761261,-0.997422456741333,0.9996200799942017
114,1,900.0,1.3292130325501224,0.5248622690621871,0.526198148727417,0.086144578313253,0.08173525689263915,0.3521686746987952,0.37968695885841225,0.1236144578313253,0.10974247311193522,0.10361445783132531,0.09767178728384596,0.1755421686746988,0.16268424907227125,0.15891566265060242,0.1684792747808962,0.5546741485595703,0.26351913809776306,0.0002577225386630744,0.9999552965164185,-0.017674431204795837,0.48653170466423035,-0.9985917806625366,0.9982084035873413
115,1,900.0,1.3919718619660175,0.5449945713873066,0.5436801314353943,0.09475721619119751,0.08881696891741764,0.2863754944037701,0.3452166000016952,0.1502987461078852,0.1356437293055951,0.10695952200622738,0.09079732314139857,0.19700412353782715,0.18256337716935267,0.16460489775309264,0.1569620014645408,0.5271323919296265,0.26479434967041016,3.61849379260093e-05,0.9990094304084778,-0.01867145672440529,0.49230435490608215,-0.9984919428825378,0.9986380338668823
116,1,900.0,1.3990007573412964,0.5169858040202199,0.5192846059799194,0.10361646443016893,0.09951015940403132,0.3047822983583155,0.34357059064648465,0.1492981203901975,0.1349622773278437,0.11789198191767784,0.10812360119294258,0.16916488222698073,0.16041272157053027,0.15524625267665954,0.15342064985816747,0.5449362397193909,0.26305273175239563,0.0008952069329097867,0.9997998476028442,0.0033268339466303587,0.4831828773021698,-0.9986065626144409,0.999207615852356
117,1,900.0,1.4174730047755262,0.5291683015908261,0.5292099118232727,0.09407602286129003,0.09366085261940377,0.29284223895491246,0.2945336851242258,0.15513018234600381,0.1495263701245381,0.11820738455955729,0.11749687491160252,0.18778916810305724,0.19171657650414403,0.15195500317517918,0.1530656407160858,0.5319501757621765,0.26589635014533997,0.0012380504049360752,0.9996960759162903,-0.002744964323937893,0.4866248369216919,-0.9983011484146118,0.9999152421951294
118,1,900.0,1.4115538650080055,0.5114213967132957,0.5099371671676636,0.10072956391974797,0.09847649626935978,0.30525617642182057,0.3528236873449132,0.1607527773171945,0.14962724711785721,0.11432598242414194,0.1009593924150359,0.16746808157851104,0.15399407489911748,0.151467418338584,0.1441191019537164,0.530632734298706,0.26455429196357727,0.0002970309869851917,0.9997372627258301,0.0008798381895758212,0.48592182993888855,-0.9957919120788574,0.9979748725891113
119,1,900.0,1.4245666314403793,0.5202850190176219,0.5111358761787415,0.11546530166988336,0.10634514702720235,0.2784257782999077,0.3292779429259126,0.15725434253587312,0.13665703119874154,0.11429050935638164,0.10159236596958447,0.17605101955190064,0.1705770695411034,0.15851304858605353,0.15555044333745557,0.5141340494155884,0.26243680715560913,0.0011897783260792494,0.9988021850585938,0.033961717039346695,0.49044182896614075,-0.9969124794006348,0.9998306035995483
120,1,900.0,1.4111188399577126,0.5035364503532621,0.5006977319717407,0.11210428305400373,0.10943221665963336,0.3101179391682185,0.3466375812579021,0.14959652389819988,0.13963652716302266,0.10775915580384854,0.10090402244073891,0.1734326505276226,0.16394335496174667,0.14698944754810678,0.13944629751695628,0.5176878571510315,0.25938597321510315,0.0008664068882353604,0.9997815489768982,0.01855623908340931,0.4793999195098877,-0.9975712299346924,0.9997384548187256
121,1,900.0,1.4090128268756845,0.4823616250622192,0.47263631224632263,0.11739520063725978,0.11377088672851901,0.28119087921935676,0.3068327254386456,0.1499551926715125,0.13925437872255825,0.10923030966842577,0.10230231488995928,0.17873145474459823,0.1673234774879702,0.16349696305884695,0.1705162167323477,0.510089635848999,0.2639143466949463,0.00037587230326607823,0.9996629953384399,0.015545510686933994,0.48851361870765686,-0.9934666752815247,0.9983326196670532
122,1,900.0,1.4433892064437173,0.5044571044807094,0.5086036920547485,0.10902083142149216,0.10323492717440272,0.2591538955675874,0.299036918321724,0.1684867394695788,0.15808145040452876,0.12388730843351381,0.1116380420640604,0.19537487381848215,0.18582121653039801,0.14407635128934568,0.14218744550488605,0.5064390897750854,0.2613362669944763,0.0008500136900693178,0.9995420575141907,-0.00024575513089075685,0.4914494752883911,-0.9989494681358337,0.9967004060745239
123,1,900.0,1.4392684384257877,0.5098459235919366,0.5090789794921875,0.10674260518096639,0.10121458836188924,0.2715414293588095,0.31086968678144256,0.14725335293036929,0.1296652470733165,0.1331986037111887,0.12178567878235569,0.20788168289546205,0.19960475981703518,0.13338232592320412,0.13686003918396086,0.509773313999176,0.26673296093940735,0.002300300169736147,0.999859094619751,0.005443569738417864,0.4941265881061554,-0.999008297920227,0.9979902505874634
124,1,900.0,1.3819489311116118,0.47695852557541624,0.47775670886039734,0.0933058702368692,0.09913043310006145,0.3180226570545829,0.33120401052861986,0.12409886714727085,0.120213137760415,0.1203913491246138,0.10903911059522296,0.19897013388259527,0.1939272563780143,0.14521112255406798,0.14648605163766643,0.5254253149032593,0.2631661295890808,0.0005530414055101573,0.9999414086341858,-0.04623008146882057,0.4865034520626068,-0.9981800317764282,0.9994544982910156
125,1,900.0,1.360289820728686,0.48067132643581534,0.48142722249031067,0.07768456375838927,0.07295761404081803,0.33682885906040266,0.35620221931541185,0.12558724832214765,0.12333666637457939,0.12256711409395973,0.11070547665451994,0.20268456375838925,0.2056048483376129,0.13464765100671142,0.13119317527705787,0.5309647917747498,0.26304274797439575,0.0008596700499765575,0.9996569752693176,-0.02712099812924862,0.4812987446784973,-0.9940801858901978,0.9990881681442261
126,1,900.0,1.379447679915664,0.48195028569747567,0.48242172598838806,0.08594825712008117,0.07747207034575486,0.30893543010363067,0.3546171525101012,0.12747300529023842,0.11604398957100204,0.12573374882237842,0.11072092903467924,0.19479672440031887,0.1915200683188783,0.15711283426335243,0.14962579021958441,0.5249660611152649,0.2687793970108032,5.5958695156732574e-05,0.9995781183242798,-0.012878941372036934,0.4903358817100525,-0.999920129776001,0.9966555833816528
127,1,900.0,1.3556072182621561,0.4940629108643635,0.49691975116729736,0.09036880240983473,0.07942321497397335,0.3101033949360905,0.34667135162473883,0.14165920377757876,0.1327525656202846,0.1130017096800456,0.10245192325430753,0.19978832532768867,0.19546393608989812,0.1450785638687617,0.14323700843679754,0.5327431559562683,0.2655816376209259,0.00012469229113776237,0.9999539852142334,-0.022648628801107407,0.4870026409626007,-0.9997133612632751,0.99896240234375
128,1,900.0,1.3614520813136786,0.5108272153242392,0.5004979372024536,0.0932360097323601,0.07750064181382756,0.29956204379562046,0.33925997347677717,0.13800486618004867,0.12511761176739658,0.12009732360097324,0.11039074658254558,0.22053527980535279,0.2156426199242237,0.12856447688564476,0.1320884064352294,0.5305688977241516,0.2664629817008972,0.0006729806191287935,0.9998523592948914,-0.017693182453513145,0.4871719777584076,-0.9984228014945984,0.9980093240737915
129,1,900.0,1.339747928083728,0.5141013066744501,0.5205774903297424,0.09807226377330665,0.09297827334782545,0.309280522490256,0.34311267670078666,0.13020120088486253,0.11530150305600272,0.10881702306963026,0.10122320063165398,0.20699462762035184,0.20536152706627098,0.14663436216159276,0.14202281919746024,0.5367943048477173,0.2624487280845642,0.00010282911534886807,0.9997087717056274,-0.01401611976325512,0.4803900718688965,-0.9998733401298523,0.9991412162780762
130,1,900.0,1.2833689540628128,0.4879795675278863,0.4843466579914093,0.08995643471093842,0.08213796923005984,0.3639467797009302,0.41532871189916337,0.128458730719416,0.11681361458775866,0.10632285411515366,0.0930649998754042,0.17685152478511715,0.16486970517048002,0.1344636759684446,0.12778499923713393,0.5453521609306335,0.2594790458679199,0.0003124865470454097,0.9994638562202454,0.0039917295798659325,0.472156822681427,-0.9987266063690186,0.9988042116165161
131,1,900.0,1.3179416677900972,0.4924441121506852,0.48672693967819214,0.10143097643097643,0.09457991965383393,0.3468013468013468,0.35561786792461986,0.12906846240179573,0.12263718067912019,0.10942760942760943,0.10053132000816077,0.17592592592592593,0.1828427637373242,0.13734567901234568,0.14379094799694106,0.5352903008460999,0.2615772485733032,0.00021518280846066773,0.9986018538475037,-0.0034617644269019365,0.4872128963470459,-0.9983234405517578,0.9976804256439209
132,1,900.0,1.2998432823674595,0.49142386599005283,0.49776244163513184,0.09328358208955224,0.08185779391248543,0.37027363184079604,0.41571670263710386,0.1294776119402985,0.11573509789903334,0.11131840796019901,0.10090092415927024,0.15646766169154228,0.14917052648882934,0.13917910447761195,0.1366189549032778,0.540743887424469,0.26006636023521423,0.000921401078812778,0.9995174407958984,0.0049367486499249935,0.4814743101596832,-0.9995067119598389,0.9967801570892334
133,1,900.0,1.3820604310418567,0.522259897340572,0.5250726342201233,0.13202554744525546,0.10789901004393652,0.29023722627737225,0.35866531875488167,0.16104014598540145,0.1398766110013743,0.11852189781021898,0.09796831867447907,0.15392335766423357,0.15207480719032704,0.14425182481751825,0.14351593433500143,0.5237516760826111,0.26404449343681335,0.00010340472363168374,0.9998072981834412,0.029011746868491173,0.49606573581695557,-0.9991053938865662,0.9991530179977417
134,1,900.0,1.4145539065441453,0.5283112752698617,0.5246455073356628,0.13770707831325302,0.10810110634174457,0.27146084337349397,0.3478336640340344,0.15625,0.14171376177086367,0.12274096385542169,0.09864306816662588,0.16255647590361447,0.15065746253853443,0.14928463855421686,0.1530509371481971,0.5215683579444885,0.2621002793312073,0.0001863355137174949,0.9999396800994873,0.0019988948479294777,0.49565619230270386,-0.9999513626098633,0.9991694688796997
135,1,900.0,1.4030259877990106,0.535703949727583,0.540130615234375,0.1323424832882947,0.11436464803845771,0.2666761484852795,0.299593893026641,0.15502773431944247,0.14497493577393997,0.13084909685677712,0.12395697785803515,0.16178353008106955,0.15934847867381965,0.15332100696913667,0.15776106662910647,0.5142070651054382,0.2640511989593506,5.102325667394325e-05,0.9998108744621277,0.02355417236685753,0.49969959259033203,-0.9992160797119141,0.9982357025146484
136,1,900.0,1.3659540119658566,0.5177030111096569,0.5175257921218872,0.1339757017176372,0.1198267022741174,0.3113531629660662,0.35463619197238255,0.15131964809384163,0.1390495939337664,0.11705069124423963,0.1000307311214267,0.14520318391286133,0.1381973178148564,0.141097612065354,0.14825946288345054,0.5220867395401001,0.2641031742095947,5.866217179573141e-05,0.9997151494026184,0.01760276034474373,0.5034372210502625,-0.998555064201355,0.997954249382019
137,1,900.0,1.376279881295683,0.529651991752416,0.5328528881072998,0.13796253997259023,0.12152548027046546,0.297396071265418,0.3328147293266865,0.1536774783005939,0.15747506948077936,0.1306532663316583,0.1156817242814973,0.1317496573777981,0.12371391731682575,0.14856098675194152,0.14878907932374566,0.515486478805542,0.2635924816131592,0.000212703671422787,0.998835027217865,0.020004380494356155,0.4987418055534363,-0.9982924461364746,0.9995641708374023
138,1,900.0,1.3822192717733164,0.537070073862328,0.5397486090660095,0.15047844864086712,0.1422202908788075,0.2754678634939453,0.29566129084721765,0.16131763908883057,0.155503373849283,0.1381996782115336,0.1262939726853037,0.136590735879414,0.13533460720595777,0.13794563468540944,0.14498646453343034,0.5015657544136047,0.2678294777870178,0.00011122968862764537,0.9997597932815552,0.012692831456661224,0.5040176510810852,-0.9989822506904602,0.998749852180481
139,1,900.0,1.397444181439124,0.49732966071007234,0.4987695813179016,0.14066440083324197,0.1363877083503942,0.286372108321456,0.28954886993551665,0.16719657932244272,0.16465196261694484,0.12060081131454885,0.11611247025372254,0.13934875561890145,0.14091412727169622,0.14581734458940906,0.15238486157172554,0.517160177230835,0.26427745819091797,0.00046607531839981675,0.999775767326355,0.0066878944635391235,0.49997928738594055,-0.999663233757019,0.9976601600646973
140,1,900.0,1.391022448975153,0.5210911352211531,0.5220672488212585,0.15226429101707498,0.14099225835147228,0.2584261321455085,0.29924689205196636,0.1720861172976986,0.15863835437622292,0.13466963622865627,0.1194584217624416,0.13630289532293988,0.13444496622014462,0.14625092798812175,0.14721910723775222,0.5065934658050537,0.26705214381217957,6.221876537892967e-05,0.9999073147773743,0.015385041944682598,0.507881224155426,-0.9995808601379395,0.9999481439590454
141,1,900.0,1.3606497220405074,0.4797134276820685,0.47473666071891785,0.12864013992129428,0.11708396684602368,0.2986445124617403,0.3377223497415522,0.1720157411456056,0.1559706311596251,0.11779623961521644,0.10663762682641352,0.13108876257105379,0.13071101899660836,0.15181460428508964,0.15187440642977715,0.5254769921302795,0.26382288336753845,0.00023284975031856447,0.999663770198822,0.022924866527318954,0.49248072504997253,-0.9985033869743347,0.998428463935852
142,1,900.0,1.3237705846800587,0.4866345654363218,0.48856431245803833,0.12093484731562121,0.11463698977283107,0.30437658472053797,0.3327403999123182,0.18046521882923602,0.17565932705080212,0.10318597729026568,0.09305163382523661,0.11762760445375373,0.1122182310937926,0.1734097673905854,0.17169341834501942,0.5148671865463257,0.2642737030982971,0.00028275905060581863,0.999612033367157,0.04134612902998924,0.4855860471725464,-0.9996055364608765,0.9997328519821167
143,1,900.0,1.3072984930959608,0.49241909062166017,0.4921419322490692,0.11279136967828934,0.10614282337514548,0.31727990753226737,0.3426439861861925,0.16335966095164708,0.16099192177009589,0.11857060296667309,0.10953919982676112,0.129262184550183,0.12646410105938444,0.1587362743209401,0.15421796778242056,0.5241926312446594,0.2656952738761902,0.0003498088335618377,0.9999523162841797,0.03868558630347252,0.4886685907840729,-0.9995798468589783,0.9997005462646484
144,1,900.0,1.3381233297835444,0.4740357220158998,0.4790356457233429,0.1250996015936255,0.1276270633177011,0.29447922595332954,0.2951444182742163,0.15845190665907796,0.1498527502631865,0.11826977803073421,0.11568112039853537,0.14319863403528743,0.14739975008191322,0.16050085372794537,0.16429489766444752,0.5210211873054504,0.2627636194229126,1.6059128029155545e-05,0.9990922808647156,0.04067443311214447,0.49207550287246704,-0.9995676875114441,0.9959084987640381
145,1,900.0,1.2872889590653447,0.4898304247379182,0.49278298020362854,0.11600442858900234,0.10952287362642915,0.31307663919301265,0.33930856477650906,0.15081805880182064,0.14654641590100667,0.114897281338418,0.10571705039767389,0.1482347152171239,0.14651504367003798,0.15696887686062247,0.15239005162834324,0.5319973230361938,0.2641930878162384,0.0002352099836571142,0.9993017315864563,0.025792725384235382,0.48641201853752136,-0.996366560459137,0.997448205947876
146,1,900.0,1.3700255521616542,0.4901040957366722,0.49790409207344055,0.15388471177944862,0.1354211150717581,0.24892230576441102,0.28842640341198655,0.16411027568922307,0.16005581283770548,0.1468671679197995,0.12628464586005794,0.15027568922305765,0.1500363989187362,0.13593984962406014,0.1397756238997557,0.5217536687850952,0.2625882625579834,0.00013928624684922397,0.9994012713432312,0.010267027653753757,0.4972328245639801,-0.9996592402458191,0.9992308616638184
147,1,900.0,1.363302591396933,0.5303190317908459,0.5341115593910217,0.16721644252727735,0.1437999842741233,0.24968282161887845,0.29946126179674526,0.14031971580817051,0.13858766566222833,0.12433392539964476,0.10626367118214783,0.16734331387972595,0.15914397035551223,0.15110378076630296,0.15274344672924306,0.5146017074584961,0.2694302201271057,0.00012327938748057932,0.9988692998886108,0.003976528532803059,0.5027121901512146,-0.999225378036499,0.9989856481552124
148,1,900.0,1.358889208349988,0.5322332828636441,0.5234060287475586,0.17927283714372041,0.1664922839489425,0.2382918722932823,0.26685102864906995,0.14039681740356533,0.13625602548223464,0.12871386846610938,0.1116011341980046,0.17333064759794542,0.17499730188852594,0.13999395709537718,0.14380222583322239,0.5103369355201721,0.267955482006073,9.812991629587486e-05,0.999988317489624,-0.01602231338620186,0.508733332157135,-0.9996922612190247,0.9993699789047241
149,1,900.0,1.3782235789351083,0.5384377483168084,0.5390222668647766,0.17700123445066945,0.1754979248375204,0.2300826132371095,0.24863427333422952,0.1539265027062957,0.1450733032222393,0.12781312316019372,0.1122571654115377,0.15440129142531572,0.16249579811476497,0.1567752350204159,0.1560415350797081,0.5162277817726135,0.26440566778182983,0.00010093652235809714,0.9997773766517639,-0.017515070736408234,0.5068814158439636,-0.9994602799415588,0.9985760450363159
150,1,900.0,1.4068369896842752,0.567608542095393,0.5679766535758972,0.1588622962192161,0.1467940572939401,0.2208636836628512,0.23290519966106893,0.1806278182448838,0.18050514539967694,0.136576482830385,0.1249991418753936,0.14420742282344778,0.141072935109712,0.1588622962192161,0.17372352066020844,0.5075599551200867,0.26561859250068665,0.0010807530488818884,0.9996530413627625,-0.027791224420070648,0.5119000673294067,-0.9994992613792419,0.9989272356033325
151,1,900.0,1.3641378856335296,0.5151434812819808,0.5156832933425903,0.1494597196961592,0.1397173807886368,0.2578367390606612,0.3008967147486375,0.18219749652294853,0.1716770587718156,0.12624371456082165,0.1079246085452862,0.14475232694982348,0.13887240820924793,0.13951000320958595,0.14091182893637597,0.523126482963562,0.26820436120033264,0.0007922749500721693,0.9992793798446655,-0.03065885230898857,0.49619123339653015,-0.999332070350647,0.9985846281051636
152,1,900.0,1.3894043717647622,0.5286582819088732,0.5311715602874756,0.1448875255623722,0.14012751529935835,0.23936605316973414,0.25045285969854625,0.19355828220858895,0.19059580504041654,0.12607361963190183,0.12307255966798257,0.1423312883435583,0.1401053083301243,0.1537832310838446,0.15564595196357203,0.5159720182418823,0.26753950119018555,0.000774741405621171,0.9998868107795715,-0.0015022611478343606,0.5039151906967163,-0.9991185665130615,0.9996581077575684
153,1,900.0,1.4151405430771278,0.527565487053714,0.5223898887634277,0.16289592760180996,0.16357499738997489,0.2017146939747559,0.21484282557627024,0.22267206477732793,0.20784099656658075,0.11550369135508455,0.11626744952309365,0.14622529173612764,0.13716196914661866,0.15098833055489402,0.1603117617974618,0.502471923828125,0.27103862166404724,0.000541401095688343,0.999725878238678,-0.008067344315350056,0.5038730502128601,-0.9992912411689758,0.9984873533248901
154,1,900.0,1.3941931176938172,0.5087168739247824,0.5100563168525696,0.14830982762480413,0.140689857129771,0.2216252518468771,0.25602051703797984,0.2365122005820461,0.21564913426821505,0.09861204387732259,0.08148787680574895,0.14954107902395344,0.15640225096914398,0.14539959704499664,0.14975036378914117,0.5125446915626526,0.26824483275413513,8.250193786807358e-05,0.9994019865989685,-0.004870327189564705,0.5004856586456299,-0.9996191263198853,0.9977805614471436
155,1,900.0,1.4053088404751939,0.5049769143396041,0.5073757171630859,0.1615575807787904,0.15256426970529274,0.20694099235938507,0.2445455528541638,0.24873423547822884,0.23263626508473287,0.11138727791586119,0.09910973824792652,0.12455122894228114,0.12385394033431957,0.14682868452545336,0.14729023377356448,0.5018606185913086,0.2644418776035309,7.715045649092644e-05,0.9995886087417603,-0.005114693660289049,0.4990402162075043,-0.9987777471542358,0.9995944499969482
156,1,900.0,1.4226931802574667,0.5033363618917717,0.5105395913124084,0.16813300556346228,0.14067853736554822,0.1720144908785095,0.2528538065408502,0.2689222409108552,0.2281265378654471,0.13604606029240524,0.11581187296892596,0.10518825203777979,0.10145501313479631,0.14969595031698796,0.16107423212443223,0.4986938536167145,0.26869457960128784,4.646278830477968e-05,0.9994879364967346,0.005564712453633547,0.5084879994392395,-0.9994742274284363,0.9970525503158569
157,1,900.0,1.3987999407676222,0.4938005939219733,0.49789121747016907,0.15884869136518523,0.13202167304471665,0.1968389762923222,0.27387992615294166,0.24737185528891467,0.21192080955387563,0.12368592764445734,0.10623348160828032,0.1098383237874284,0.10819528653088875,0.16341622562169217,0.167748823109297,0.5097358822822571,0.26652422547340393,5.531311671802541e-06,0.9999353885650635,0.004218525718897581,0.5048868656158447,-0.998833954334259,0.999981164932251
158,1,900.0,1.3743539998850571,0.49467079198755926,0.49857819080352783,0.16008142870361802,0.1508629776007263,0.20866105302118998,0.25122099481949794,0.23373739243083186,0.2132714214345892,0.11668363097992042,0.10615077438737147,0.10678264088091052,0.10268941014959408,0.17405385398352918,0.17580442160822102,0.5081079602241516,0.26363006234169006,0.00032351489062421024,0.9997198581695557,0.0021956355776637793,0.489711195230484,-0.999271810054779,0.9973118305206299
159,1,900.0,1.3288622138317119,0.49534769765639225,0.4942333400249481,0.1643592474263401,0.13102433226449373,0.25559105431309903,0.37141897803816026,0.192403265885694,0.15947961944502467,0.12495562655307065,0.09901181653325089,0.08910188143414981,0.08093099370352871,0.17358892438764642,0.15813426001554176,0.5054718852043152,0.2604883015155792,0.0006178117473609746,0.9989124536514282,0.011951960623264313,0.493144690990448,-0.9978386759757996,0.9978423118591309
160,1,900.0,1.308711469753727,0.4853627534925511,0.48973748087882996,0.15148354195642094,0.14052812081954563,0.26054705609643025,0.31139171867114945,0.21244784422809457,0.20080540915104636,0.13641631896152062,0.11771495904309309,0.07591562355122856,0.07330952649609292,0.16318961520630507,0.15625026581907253,0.5032935738563538,0.2621361017227173,0.00037884837365709245,0.9997767806053162,0.016300316900014877,0.4875054955482483,-0.9962460994720459,0.9985686540603638
161,1,900.0,1.3674255063861072,0.47862512368953647,0.4762195646762848,0.18223701049398516,0.16032009848218043,0.2182407644398942,0.30176416113890375,0.2186673492022865,0.1954290550055465,0.13710434263288115,0.11494166670652982,0.0764439894206979,0.07395186310254503,0.1673065438102551,0.15359315556429443,0.4940411150455475,0.26422855257987976,0.0008758663316257298,0.9996140003204346,0.018767617642879486,0.508122444152832,-0.9998990297317505,0.9993336200714111
162,1,900.0,1.3465030011702286,0.47723605623003534,0.48364707827568054,0.17723861416675235,0.16620256739792505,0.2499228950344402,0.2685189446526633,0.1855659504472088,0.18322073816352213,0.14331242932044824,0.13503984964846322,0.08039477742366609,0.08387036154646248,0.16356533360748432,0.16314753859096384,0.5017722845077515,0.26435843110084534,0.00023137418611440808,0.9992190599441528,0.009929017163813114,0.497269868850708,-0.9985926151275635,0.9991480112075806
163,1,900.0,1.3648809782814904,0.4647374152191289,0.46587979793548584,0.15812421277008043,0.13926793953936625,0.22575331847689178,0.2753199290556683,0.21170429221974615,0.1967139113029018,0.13845557601007655,0.12129432809627892,0.09233601395213642,0.09264305673384884,0.1736265865710687,0.17476083527193587,0.5065656304359436,0.2676246762275696,2.424804279144155e-06,0.9998683333396912,-0.004827192984521389,0.5087348818778992,-0.9995532035827637,0.9994250535964966
164,1,900.0,1.3702893139471544,0.4695763680486801,0.4701404571533203,0.17347474535335503,0.1711106547571662,0.22030872624173053,0.256377774322863,0.19605166439147328,0.17967196780827344,0.1329413000105009,0.11905424288419997,0.08936259582064475,0.0947713686763422,0.1878609681822955,0.1790139915511552,0.5032501220703125,0.2647266089916229,0.00045554086682386696,0.9989976286888123,-0.020257093012332916,0.5026617646217346,-0.9985487461090088,0.999536395072937
165,1,900.0,1.399621706822419,0.4996177938403525,0.5008557438850403,0.18568795039383273,0.16686792142645687,0.1897938662644545,0.23557347688124694,0.19306184012066366,0.17983610691032798,0.13985252220546338,0.12297501178248217,0.09653092006033183,0.0943114908177343,0.1950729009552539,0.20043599218175173,0.49244028329849243,0.2695797383785248,0.00014874598127789795,0.9997349381446838,-0.008699069730937481,0.5132350325584412,-0.9988566040992737,0.9993972778320312
166,1,900.0,1.384697474060451,0.4867714260480594,0.4843878448009491,0.1731201799485861,0.16170252447327738,0.2134479434447301,0.22567447568356572,0.1849293059125964,0.1868121553888047,0.1414685089974293,0.12831428210432266,0.08965295629820051,0.09189005259642362,0.19738110539845757,0.20560650975360592,0.4989394247531891,0.2690950036048889,0.00039408289012499154,0.999431848526001,-0.005254840943962336,0.5185379385948181,-0.9979283213615417,0.9997742176055908
167,1,900.0,1.364193077961216,0.5049179275201788,0.5059148669242859,0.191438227562899,0.18364041121785504,0.20630867442733758,0.24249391900241143,0.17641757416447615,0.16587185699899273,0.14547502816372512,0.12888580193315152,0.08696958317686819,0.08655248186958091,0.19339091250469395,0.19255552897800837,0.498328298330307,0.2683415710926056,8.746111234358978e-06,0.9990851879119873,-0.00378489145077765,0.5132431983947754,-0.9987027645111084,0.9999804496765137
168,1,900.0,1.3315259896134468,0.5230839129443112,0.5255480408668518,0.16841496654827787,0.16204156282758955,0.2349054266127034,0.24992124243027805,0.15891632939621705,0.1620451361861237,0.13397208226645743,0.12603234169036082,0.08375320062773602,0.08729438185094987,0.22003799454860826,0.21266533501469803,0.49655911326408386,0.2692796289920807,6.133894203230739e-06,0.9995466470718384,-0.01745530776679516,0.5139425992965698,-0.9999164938926697,0.9974669218063354
169,1,900.0,1.2972635416880614,0.5406968619233818,0.5355062484741211,0.1701172088947311,0.1592882425634733,0.2564355351078979,0.27190347443846347,0.1425128710702158,0.14749856594476432,0.13024427648154233,0.12690145713130924,0.07273523934713551,0.06950108046611794,0.22795486909847737,0.22490717945587171,0.4879732131958008,0.2677594721317291,0.00012397229147609323,0.9999975562095642,-0.008812920190393925,0.5096740126609802,-0.9991864562034607,0.9997035264968872
170,1,900.0,1.2498623404581348,0.5508182075993643,0.5380228161811829,0.15913872045538918,0.16341514634156595,0.30342779358990224,0.28658412490823737,0.12399455512931568,0.1238399924742696,0.10951614899146145,0.10601091882794353,0.07870313080064348,0.08752735373161999,0.22521965103328795,0.23262246371636358,0.494630366563797,0.26802581548690796,7.529784488724545e-05,0.999875545501709,-0.017575334757566452,0.49492791295051575,-0.9972651600837708,0.9999256134033203
171,1,900.0,1.2382129375232873,0.5370629520886434,0.5367488265037537,0.14462353720468094,0.13862003914774784,0.30205343342901303,0.33242234279540833,0.11856922057849414,0.11153731197298504,0.1430779421505851,0.12380988593810716,0.07286376683594613,0.0778144429993563,0.21881209980128064,0.21579597714639534,0.5090296864509583,0.2652178108692169,0.0003486981731839478,0.9994118213653564,-0.01739473268389702,0.5049938559532166,-0.9996410608291626,0.9977918863296509
172,1,900.0,1.3092998262554165,0.5300960268241198,0.5361021161079407,0.17044077905134655,0.1628342865516243,0.22066908955362968,0.2594999441117528,0.1395955642530985,0.13276886524448495,0.14472090205945393,0.1183179755518691,0.0669089553629671,0.07157893683347795,0.2576647097195042,0.2549999917067909,0.4944974482059479,0.26996755599975586,0.00018131567048840225,0.9996814131736755,-0.006436872761696577,0.5132613778114319,-0.9995698928833008,0.999199628829956
173,1,900.0,1.2980317992585255,0.5116613239529954,0.5062371492385864,0.14521100047415836,0.13285922376945866,0.2412280701754386,0.2874519654834557,0.15659080132764344,0.1492952322086675,0.1427216690374585,0.11481839142997424,0.06661925082977714,0.07674854533420389,0.24762920815552394,0.23882664177424,0.4991680681705475,0.2678927779197693,4.909016934107058e-05,0.9999973177909851,-0.008999359793961048,0.5077755451202393,-0.9986807107925415,0.9982973337173462
174,1,900.0,1.2738670508392123,0.5330183405948206,0.533156156539917,0.1373993723563924,0.12611655338868807,0.2937644972028926,0.3461756589191692,0.14053759039432392,0.12652000179687822,0.13726292809387367,0.12094252260703242,0.07790967389821259,0.07613518135324415,0.21312593805430483,0.20411008193498795,0.4982694983482361,0.265182763338089,0.0004827270458918065,0.9996572136878967,-0.02427838183939457,0.5006885528564453,-0.9993679523468018,0.998629093170166
