seed,horizon,complete,official_score,survival_time,horizon_reached,final_population,peak_population,minimum_population,mean_population,births,deaths,predator_related_deaths,fruit_score_contribution,mean_energy,median_energy,official_reward,training_reward,environment_ticks,decision_steps,episode_wall_time
312,900.0,1,34.206200000000216,34.100000000000215,0,0,10,0,5.052631578947368,5,10,,,36.18829266681352,35.51502928939261,34.206200000000216,29.206200000000216,341,69,18.29699999999866
314,900.0,1,489.7557175654441,486.9000000000422,0,0,42,0,9.624024640657085,207,212,,,49.25654942950239,49.19663928305783,489.7557175654441,484.7557175654441,4869,974,203.90699999999924
280,900.0,1,509.48172293387074,523.3000000000504,0,0,31,0,13.00286587695835,349,354,,,51.981707575862885,50.61369957551892,509.48172293387074,504.48172293387074,5233,1047,229.8279999999977
351,900.0,1,463.56820319339226,438.1000000000311,0,0,38,0,17.43747147421269,345,350,,,50.251192909633524,49.61959883531189,463.56820319339226,458.56820319339226,4381,877,215.81200000000172
357,900.0,1,34.40540000000022,34.30000000000022,0,0,10,0,4.97093023255814,5,10,,,37.58578165960584,35.83900984670892,34.40540000000022,29.40540000000022,343,69,16.625
271,900.0,1,679.8364088793313,649.4000000000791,0,0,41,0,11.548113933795227,372,377,,,49.43054618421007,48.814892882768966,679.8364088793313,674.8364088793313,6494,1299,302.90599999999904
335,900.0,1,614.5371100049197,602.2000000000684,0,0,33,0,13.882284575792795,387,392,,,49.45479591371666,48.02578022912682,614.5371100049197,609.5371100049197,6022,1205,284.48399999999674
320,900.0,1,462.7108218202335,451.50000000003416,0,0,46,0,14.74977856510186,279,284,,,50.43745282231415,51.16059159914031,462.7108218202335,457.7108218202335,4515,903,221.53200000000288
363,900.0,1,379.2680182347577,386.80000000001945,0,0,33,0,13.303954510209357,289,294,,,51.15868521013449,49.63319297186403,379.2680182347577,374.2680182347577,3868,774,210.67199999999866
326,900.0,1,316.91390884379564,307.60000000000144,0,0,41,0,18.912902177445563,254,259,,,50.47025188242544,50.37711998646996,316.91390884379564,311.91390884379564,3076,616,175.17199999999866
286,900.0,1,598.5597230151523,576.0000000000624,0,0,51,0,20.07620204825551,584,589,,,51.33982983706659,50.0083200274456,598.5597230151523,593.5597230151523,5760,1152,308.125
318,900.0,1,932.8262681231091,897.5000000001355,0,0,52,0,12.185049019607844,500,505,,,49.8503739946332,49.115244638919826,932.8262681231091,927.8262681231091,8975,1795,464.34400000000096
324,900.0,1,28.396400000000135,28.20000000000013,0,0,10,0,6.978798586572438,5,10,,,36.80123887373377,35.56086721731854,28.396400000000135,23.396400000000135,282,57,13.281000000002678
341,900.0,1,581.0065744159018,571.7000000000614,0,0,53,0,19.508044770898916,499,504,,,49.20925399239056,48.41929745526037,581.0065744159018,576.0065744159018,5717,1144,293.4060000000027
277,900.0,1,673.4272314320162,634.0000000000756,0,0,39,0,20.414603374862008,541,546,,,48.97905678863175,48.282230818394936,673.4272314320162,668.4272314320162,6340,1268,321.07800000000134
330,900.0,1,227.78167014988998,222.69999999999163,0,0,21,0,7.047127468581688,72,77,,,46.56984134406932,45.568160078819076,227.78167014988998,222.78167014988998,2227,446,91.82800000000134
347,900.0,1,226.8305991269389,218.99999999999184,0,0,20,0,7.668644454586946,71,76,,,45.64434193727383,43.54969268750695,226.8305991269389,221.8305991269389,2190,438,103.4210000000021
332,900.0,1,547.8030646610908,534.700000000053,0,0,40,0,12.412490650710547,339,344,,,50.94680660463776,50.68393642011874,547.8030646610908,542.8030646610908,5347,1070,250.43699999999808
292,900.0,1,520.4579934039219,517.9000000000492,0,0,45,0,10.867374517374518,273,278,,,51.03552149467635,50.611067612594766,520.4579934039219,515.4579934039219,5179,1036,245.56199999999808
369,900.0,1,527.868837018616,562.7000000000594,0,0,32,0,14.264036958066809,433,438,,,51.492682667469325,50.031021355905885,527.868837018616,522.868837018616,5627,1126,271.14100000000326
375,1800.0,1,66.82980000000047,66.4000000000005,0,0,10,0,3.275187969924812,7,12,,,41.301847318344834,37.511395816497505,66.82980000000047,61.829800000000475,664,133,27.32800000000134
283,1800.0,1,535.2073792076088,528.0000000000515,0,0,46,0,17.03124408256012,431,436,,,48.839583292089024,47.588531702450716,535.2073792076088,530.2073792076088,5280,1056,1758.938000000002
336,1800.0,1,457.5919640772485,451.50000000003416,0,0,31,0,12.550930026572187,257,262,,,49.46447655189171,48.97051762593246,457.5919640772485,452.5919640772485,4515,903,1731.311999999998
338,1800.0,1,299.99540604385817,288.79999999999717,0,0,28,0,8.158186223606783,130,135,,,48.792571396263554,46.03550544711821,299.99540604385817,294.99540604385817,2888,578,1645.4690000000046
381,1800.0,1,301.8479503378889,277.4999999999946,0,0,39,0,18.098342939481267,226,231,,,47.074739537292935,44.995136221671416,301.8479503378889,296.8479503378889,2775,555,1641.5
353,1800.0,1,517.5522485312883,505.8000000000465,0,0,32,0,10.118402846412334,270,275,,,50.83828610011924,49.24855276627549,517.5522485312883,512.5522485312883,5058,1012,1769.125
289,1800.0,1,298.2325824012883,279.89999999999515,0,0,41,0,17.78035714285714,240,245,,,49.45355191196694,47.212255407729735,298.2325824012883,293.2325824012883,2799,560,162.26499999999942
342,1800.0,1,354.40167312619786,358.20000000001295,0,0,42,0,14.231091264303656,234,239,,,51.74866488700394,50.83611391878705,354.40167312619786,349.40167312619786,3582,717,217.20300000000134
348,1800.0,1,275.4239020640941,263.19999999999135,0,0,24,0,8.551462210406381,106,111,,,47.89842337214302,44.034531778086205,275.4239020640941,270.4239020640941,2632,527,121.01599999999598
344,1800.0,1,660.1037315697378,641.7000000000774,0,0,58,0,16.985821128077284,420,425,,,50.75608991642988,49.48053899652224,660.1037315697378,655.1037315697378,6417,1284,344.96800000000076
359,1800.0,1,516.089238630963,512.800000000048,0,0,56,0,17.98732696432053,439,444,,,52.853948024961305,52.75504372052998,516.089238630963,511.089238630963,5128,1026,269.3289999999979
387,1800.0,1,595.3265907203654,582.800000000064,0,0,56,0,22.867387201921428,590,595,,,51.262184256803835,49.36256214328564,595.3265907203654,590.3265907203654,5828,1166,314.5630000000019
295,1800.0,1,609.055770003231,609.20000000007,0,0,50,0,14.279829312325619,402,407,,,50.99348867029202,49.57150006237454,609.055770003231,604.055770003231,6092,1219,297.609000000004
298,1800.0,1,1213.476387006343,1176.900000000025,0,0,39,0,12.09804587935429,652,657,,,50.209821340789695,49.08711066335259,1213.476387006343,1208.476387006343,11769,2354,2098.4219999999987
350,1800.0,1,399.1426488800015,378.50000000001756,0,0,32,0,10.991283676703645,176,181,,,49.635388091118166,47.583002468702226,399.1426488800015,394.1426488800015,3785,757,176.95300000000134
356,1800.0,1,30.65120000000017,30.500000000000163,0,0,10,0,5.183006535947713,5,10,,,41.555781999351375,35.95976568186027,30.65120000000017,25.65120000000017,305,61,12.718999999997322
304,1800.0,1,168.84283096258034,167.89999999999475,0,0,10,0,3.0607142857142855,24,29,,,45.07114531824358,44.32035625075754,168.84283096258034,163.84283096258034,1679,336,88.43799999999464
393,1800.0,1,550.8899611262866,525.800000000051,0,0,44,0,15.56398554858338,388,393,,,48.59257842390256,47.306818826766275,550.8899611262866,545.8899611262866,5258,1052,256.09300000000076
301,1800.0,1,366.75383113810085,349.2000000000109,0,0,63,0,20.452905811623246,313,318,,,52.76663495646385,50.6700689144387,366.75383113810085,361.75383113810085,3492,699,183.5
310,1800.0,1,179.63319999999428,174.99999999999434,0,0,12,0,5.380925185608224,33,38,,,48.278365509425505,46.84447208966543,179.63319999999428,174.63319999999428,1750,350,88.56300000000192
365,1800.0,1,613.3584684068317,625.6000000000737,0,0,35,0,14.319801821959405,430,435,,,53.037678759107,53.13653288928068,613.3584684068317,608.3584684068317,6256,1252,304.32800000000134
354,1800.0,1,831.0413180149001,797.0000000001127,0,0,37,0,13.436582611968385,428,433,,,49.5500611057802,49.09607181335204,831.0413180149001,826.0413180149001,7970,1594,382.0619999999981
360,1800.0,1,30.77900000000017,30.700000000000166,0,0,10,0,5.191558441558442,5,10,,,37.56801061406263,35.5820443719625,30.77900000000017,25.77900000000017,307,62,20.98399999999674
362,1800.0,1,594.6648273878315,574.000000000062,0,0,56,0,17.431980491203625,489,494,,,50.73539240833833,50.44002859436065,594.6648273878315,589.6648273878315,5740,1148,282.17199999999866
399,1800.0,1,452.8911902946534,447.3000000000332,0,0,34,0,8.810683951721055,208,213,,,52.16322326680824,51.29833197441124,452.8911902946534,447.8911902946534,4473,895,212.32800000000134
307,1800.0,1,491.9415902213043,476.4000000000398,0,0,47,0,9.525498426023084,199,204,,,47.481658138106546,46.8539407580437,491.9415902213043,486.9415902213043,4764,953,223.92200000000594
405,1800.0,1,31.691800000000182,31.500000000000178,0,0,10,0,5.2215189873417724,5,10,,,38.52543665200961,35.488091985330314,31.691800000000182,26.691800000000182,315,63,15.343999999997322
316,1800.0,1,678.5033290552961,668.2000000000834,0,0,33,0,11.948975011222505,446,451,,,50.529122335142866,49.90531753018525,678.5033290552961,673.5033290552961,6682,1337,314.79699999999866
411,1800.0,1,398.97387014776115,388.10000000001975,0,0,25,0,5.844667697063369,106,111,,,46.28749618573999,43.890605162985416,398.97387014776115,393.97387014776115,3881,777,161.90699999999924
366,1800.0,1,681.5168015951522,655.9000000000806,0,0,37,0,12.609298780487805,377,382,,,48.91232483701321,48.04737779139131,681.5168015951522,676.5168015951522,6559,1312,287.79699999999866
371,1800.0,1,883.7682740285243,851.300000000125,0,0,38,0,15.11416490486258,549,554,,,50.03190440128023,49.66835531755898,883.7682740285243,878.7682740285243,8513,1703,387.75
368,1800.0,1,533.9830063111312,525.3000000000509,0,0,36,0,15.768937952036543,487,492,,,48.025916874975366,47.10352398571132,533.9830063111312,528.9830063111312,5253,1051,234.48500000000058
313,1800.0,1,544.363876316464,523.5000000000505,0,0,25,0,12.590145148968679,324,329,,,49.09622981888241,48.73477252380668,544.363876316464,539.363876316464,5235,1047,235.88999999999942
374,1800.0,1,51.615000000000464,51.40000000000046,0,0,10,0,3.9067961165048546,5,10,,,37.255973096171864,36.713658421750395,51.615000000000464,46.615000000000464,514,103,26.375
319,1800.0,1,258.07930665954893,243.69999999999044,0,0,39,0,15.460623461853979,163,168,,,48.756191279315345,47.55206422729014,258.07930665954893,253.07930665954893,2437,488,117.875
372,1800.0,1,438.63774643974057,418.6000000000267,0,0,27,0,13.089085263912109,241,246,,,47.37666563041758,46.535751947591834,438.63774643974057,433.63774643974057,4186,838,204.31299999999464
322,1800.0,1,619.236254748627,611.2000000000704,0,0,31,0,11.43611974480615,291,296,,,49.533440401806196,49.66909162615633,619.236254748627,614.236254748627,6112,1223,285.7649999999994
328,1800.0,1,26.772600000000114,26.600000000000108,0,0,10,0,6.681647940074907,5,10,,,42.01121495256044,37.25636226925777,26.772600000000114,21.772600000000114,266,54,11.264999999999418
377,1800.0,1,494.235717710225,465.8000000000374,0,0,33,0,11.83322601416613,275,280,,,46.718667992012975,44.83967525609711,494.235717710225,489.235717710225,4658,932,234.3440000000046
380,1800.0,1,452.0074666618984,450.3000000000339,0,0,38,0,10.319049733570159,209,214,,,48.73445499020889,48.338621667739616,452.0074666618984,447.0074666618984,4503,901,218.76499999999942
386,1800.0,1,58.93580000000056,58.50000000000056,0,0,10,0,4.755972696245734,5,10,,,38.57883439162135,34.51072887999575,58.93580000000056,53.93580000000056,585,117,32.81300000000192
325,1800.0,1,365.9883846009706,347.8000000000106,0,0,38,0,18.294050014371948,261,266,,,49.68504811280673,48.90818775439782,365.9883846009706,360.9883846009706,3478,696,177.35900000000402
383,1800.0,1,211.5909491752036,207.3999999999925,0,0,19,0,7.687228915662651,61,66,,,47.033967423195314,46.47630298120038,211.5909491752036,206.5909491752036,2074,415,107.95300000000134
334,1800.0,1,385.97348222127397,369.8000000000156,0,0,37,0,14.896458502297918,265,270,,,48.80953343186089,47.65852820442329,385.97348222127397,380.97348222127397,3698,740,187.70300000000134
417,1800.0,1,931.1068247483263,903.3000000001368,0,0,56,0,19.30318795660837,700,705,,,49.160267409849794,49.378426319310336,931.1068247483263,926.1068247483263,9033,1807,454.06299999999464
389,1800.0,1,307.04886038155905,293.99999999999835,0,0,28,0,13.89901394083645,174,179,,,45.63943692016866,44.94769342235314,307.04886038155905,302.04886038155905,2940,588,145.06300000000192
378,1800.0,1,626.9026673634672,650.7000000000794,0,0,42,0,15.448524892440073,582,587,,,51.478014101551246,51.714346549744306,626.9026673634672,621.9026673634672,6507,1302,333.01600000000326
331,1800.0,1,460.23178670571883,447.7000000000333,0,0,27,0,13.447744528807503,248,253,,,47.493071337814925,47.64945069795942,460.23178670571883,455.23178670571883,4477,896,217.09300000000076
395,1800.0,1,133.17499999999683,130.79999999999686,0,0,12,0,4.710466004583652,22,27,,,45.16143600974672,43.561954663212916,133.17499999999683,128.17499999999683,1308,262,60.21800000000076
392,1800.0,1,551.1850018357712,553.1000000000572,0,0,37,0,13.761930585683297,290,295,,,47.9941837250086,48.503955514197024,551.1850018357712,546.1850018357712,5531,1107,273.20300000000134
340,1800.0,1,444.49324148631985,425.00000000002814,0,0,46,0,18.965419901199716,373,378,,,47.79105916429709,47.919190195397526,444.49324148631985,439.49324148631985,4250,850,221.85900000000402
423,1800.0,1,584.0423702652815,573.4000000000618,0,0,47,0,18.43522231909329,496,501,,,47.81185574291183,47.292424218312235,584.0423702652815,579.0423702652815,5734,1147,306.29699999999866
337,1800.0,1,363.86807828130276,353.30000000001183,0,0,21,0,9.001980758347482,142,147,,,46.561070127317535,46.47079376980862,363.86807828130276,358.86807828130276,3533,707,204.34399999999732
384,1800.0,1,562.3970369422688,544.6000000000553,0,0,46,0,14.876629337249863,443,448,,,49.149621155048905,49.341385497848954,562.3970369422688,557.3970369422688,5446,1090,296.625
429,1800.0,1,272.5601510233769,263.7999999999915,0,0,36,0,14.383857521788556,181,186,,,48.094650844053916,47.33066572070364,272.5601510233769,267.5601510233769,2638,528,129.95300000000134
401,1800.0,1,591.5645505752358,571.0000000000613,0,0,41,0,18.879530730169847,442,447,,,49.30163338696421,49.665333508393594,591.5645505752358,586.5645505752358,5710,1142,306.1100000000006
407,1800.0,1,27.16360000000012,27.100000000000115,0,0,10,0,5.772058823529412,5,10,,,34.21240714900209,32.649748522426236,27.16360000000012,22.16360000000012,271,55,11.765999999995984
346,1800.0,1,536.0508905353764,526.6000000000512,0,0,22,0,8.70381621416366,200,205,,,47.74339609218911,47.73207612506661,536.0508905353764,531.0508905353764,5266,1054,268.6559999999954
343,1800.0,1,303.5284369558979,301.6000000000001,0,0,34,0,10.150812064965198,178,183,,,49.083147132270305,47.806586176015344,303.5284369558979,298.5284369558979,3016,604,139.57800000000134
398,1800.0,1,792.8527057886658,732.0000000000979,0,0,46,0,19.814096434913264,643,648,,,47.07492055270198,46.47240705717699,792.8527057886658,787.8527057886658,7320,1464,381.4689999999973
413,1800.0,1,307.48982964283846,300.6999999999999,0,0,21,0,6.597739361702128,93,98,,,48.268609024108734,49.36128225982101,307.48982964283846,302.48982964283846,3007,602,140.54700000000594
390,1800.0,1,473.4262293025395,479.7000000000406,0,0,37,0,9.766152563568154,254,259,,,47.43228068717736,46.99491897769841,473.4262293025395,468.4262293025395,4797,960,219.54699999999866
349,1800.0,1,475.69554002410865,460.0000000000361,0,0,37,0,13.505107585307542,292,297,,,47.54802961737276,45.99088767900665,475.69554002410865,470.69554002410865,4600,920,214.20300000000134
352,1800.0,1,518.840894826593,517.200000000049,0,0,40,0,18.040402087763386,460,465,,,51.02581406691388,51.93652228427149,518.840894826593,513.840894826593,5172,1035,241.59399999999732
435,1800.0,1,619.1175830722532,605.3000000000691,0,0,40,0,15.226131483316815,402,407,,,48.03295290144515,48.21045753996908,619.1175830722532,614.1175830722532,6053,1211,283.48399999999674
441,1800.0,1,21.710400000000043,21.600000000000037,0,0,11,0,7.709677419354839,6,11,,,35.46890197436439,34.71949309072119,21.710400000000043,16.710400000000043,216,44,9.046999999998661
404,1800.0,1,480.06293925711424,459.500000000036,0,0,29,0,10.632506527415144,209,214,,,47.60643532314987,47.46282529640115,480.06293925711424,475.06293925711424,4595,919,216.34399999999732
396,1800.0,1,343.9859818439714,336.70000000000806,0,0,32,0,12.696555819477435,205,210,,,47.22447437190987,46.27906524652221,343.9859818439714,338.9859818439714,3367,674,169.26499999999942
410,1800.0,1,79.71279999999975,78.99999999999979,0,0,10,0,3.5372945638432363,8,13,,,43.42582832504431,42.62714062542571,79.71279999999975,74.71279999999975,790,158,44.95300000000134
355,1800.0,1,371.8707611779338,372.4000000000162,0,0,40,0,14.758120805369128,251,256,,,49.62039764446927,48.94696699830892,371.8707611779338,366.8707611779338,3724,745,187.96899999999732
358,1800.0,1,378.983626658036,354.20000000001204,0,0,46,0,19.81710414902625,306,311,,,47.24423694353266,46.452505054770576,378.983626658036,373.983626658036,3542,709,178.03100000000268
419,1800.0,1,634.1719073234636,621.9000000000729,0,0,43,0,15.659163987138264,461,466,,,49.544212467945755,49.795723838479496,634.1719073234636,629.1719073234636,6219,1244,299.18700000000536
364,1800.0,1,58.384000000000555,58.100000000000556,0,0,11,0,3.618556701030928,7,12,,,38.674580597430996,35.946034965281996,58.384000000000555,53.384000000000555,581,117,22.485000000000582
447,1800.0,1,433.94628914917274,420.8000000000272,0,0,42,0,14.651223568543598,252,257,,,46.04889406934915,44.67093918931141,433.94628914917274,428.94628914917274,4208,842,205.90699999999924
402,1800.0,1,415.26386089856436,405.70000000002375,0,0,35,0,9.924593395761459,183,188,,,47.80707132841193,45.85820964179678,415.26386089856436,410.26386089856436,4057,812,186.5789999999979
370,1800.0,1,297.4935983537119,284.79999999999626,0,0,31,0,11.996138996138995,139,144,,,45.517494305309185,44.32658726045106,297.4935983537119,292.4935983537119,2848,570,121.23500000000058
361,1800.0,1,400.61254740791566,378.3000000000175,0,0,41,0,15.59963002114165,239,244,,,49.44467893854302,48.889303181452334,400.61254740791566,395.61254740791566,3783,757,161.68799999999464
376,1800.0,1,57.834600000000556,57.50000000000055,0,0,10,0,3.6006944444444446,6,11,,,40.16052785722388,38.73026727588008,57.834600000000556,52.834600000000556,575,115,22.14100000000326
453,1800.0,1,301.0153486688097,299.5999999999996,0,0,26,0,13.791791791791791,190,195,,,51.094150067942934,49.633891017006945,301.0153486688097,296.0153486688097,2996,600,126.59399999999732
425,1800.0,1,467.9199210728651,460.5000000000362,0,0,33,0,10.448328267477203,225,230,,,48.83774081507112,48.02715174914424,467.9199210728651,462.9199210728651,4605,921,205.23500000000058
408,1800.0,1,361.4688083425954,347.4000000000105,0,0,36,0,14.430791366906474,223,228,,,49.421304341127296,48.03106357084029,361.4688083425954,356.4688083425954,3474,695,159.57800000000134
416,1800.0,1,844.7320140901861,853.7000000001256,0,0,28,0,10.139494026704146,403,408,,,51.507555330265674,50.944282235330164,844.7320140901861,839.7320140901861,8537,1708,388.57800000000134
382,1800.0,1,396.02766679413554,398.4000000000221,0,0,17,0,6.32823086574655,116,121,,,49.64673509016606,49.80041170662673,396.02766679413554,391.02766679413554,3984,797,188.23400000000402
388,1800.0,1,45.296200000000375,45.10000000000037,0,0,10,0,4.621681415929204,5,10,,,39.110360452742306,36.54682338112571,45.296200000000375,40.296200000000375,451,91,17.89100000000326
431,1800.0,1,410.49030643683034,390.0000000000202,0,0,31,0,9.966675211484235,213,218,,,46.524620189017085,44.607710222408315,410.49030643683034,405.49030643683034,3900,780,177.68699999999808
459,1800.0,1,586.3145997894355,560.7000000000589,0,0,40,0,14.405313837375179,445,450,,,50.00420133492902,48.344843240972914,586.3145997894355,581.3145997894355,5607,1122,260.4060000000027
414,1800.0,1,483.7318449057733,480.7000000000408,0,0,23,0,9.524750415973378,189,194,,,49.4405187348309,50.05376321043896,483.7318449057733,478.7318449057733,4807,962,211.43699999999808
394,1800.0,1,220.6262526690077,209.0999999999924,0,0,31,0,13.524378585086042,106,111,,,49.249141102454644,49.1682523327088,220.6262526690077,215.6262526690077,2091,419,95.04699999999866
422,1800.0,1,473.0841658881794,454.00000000003473,0,0,42,0,13.819863466196873,255,260,,,48.66642497256605,47.99988129224142,473.0841658881794,468.0841658881794,4540,908,211.54699999999866
367,1800.0,1,768.6393261143475,753.9000000001029,0,0,39,0,14.814058355437666,542,547,,,48.41051517396342,47.635430832825676,768.6393261143475,763.6393261143475,7539,1508,358.640999999996
373,1800.0,1,59.08609221917903,59.60000000000058,0,0,10,0,4.961474036850921,15,20,,,41.73152857179474,38.920074101646485,59.08609221917903,54.08609221917903,596,120,24.42199999999866
428,1800.0,1,132.59919999999678,131.29999999999683,0,0,10,0,2.9809741248097414,14,19,,,43.851788334053055,41.04984814015741,132.59919999999678,127.59919999999678,1313,263,57.90600000000268
465,1800.0,1,337.97298430395114,340.5000000000089,0,0,43,0,14.42571931884909,257,262,,,50.67538175190406,49.97393178093271,337.97298430395114,332.97298430395114,3405,681,156.6559999999954
437,1800.0,1,505.21882305867916,484.1000000000416,0,0,47,0,20.981412639405203,386,391,,,49.38908164310172,48.890946300131105,505.21882305867916,500.21882305867916,4841,969,228.18800000000192
379,1800.0,1,335.3037920105386,328.1000000000061,0,0,26,0,10.060329067641682,120,125,,,48.04119000722592,47.32573151946876,335.3037920105386,330.3037920105386,3281,657,147.61000000000058
400,1800.0,1,503.5406439017811,491.90000000004335,0,0,25,0,6.404878048780488,136,141,,,49.23114673954494,48.33605087825636,503.5406439017811,498.5406439017811,4919,984,226.32800000000134
420,1800.0,1,547.4020162065193,546.4000000000557,0,0,39,0,14.60896614821592,410,415,,,49.25313050648144,47.928733764286974,547.4020162065193,542.4020162065193,5464,1093,253.95300000000134
443,1800.0,1,258.7496570754335,252.59999999998993,0,0,37,0,11.942619707162644,140,145,,,48.37854780144544,47.41302459238163,258.7496570754335,253.7496570754335,2526,506,104.96800000000076
434,1800.0,1,529.7861439368801,519.0000000000495,0,0,46,0,16.177615103062994,349,354,,,50.37125256203943,49.5888624084339,529.7861439368801,524.7861439368801,5190,1038,237.625
449,1800.0,1,262.1152192164881,250.89999999999003,0,0,30,0,12.141035856573705,116,121,,,47.49347682704426,46.231462008832565,262.1152192164881,257.1152192164881,2509,502,117.79699999999866
471,1800.0,1,603.6362070444383,603.9000000000688,0,0,25,0,9.625331125827815,274,279,,,48.71668230493446,47.989216013600675,603.6362070444383,598.6362070444383,6039,1208,278.375
385,1800.0,1,524.3281342404388,495.6000000000442,0,0,50,0,15.806939681258825,344,349,,,48.06679966385633,47.247006001825106,524.3281342404388,519.3281342404388,4956,992,227.32800000000134
426,1800.0,1,561.5015693198628,555.4000000000577,0,0,31,0,10.592979297929793,226,231,,,47.79666116252464,47.74236604484523,561.5015693198628,556.5015693198628,5554,1111,259.7810000000027
406,1800.0,1,679.2905555945265,658.1000000000811,0,0,40,0,16.4257064721969,465,470,,,47.396905482591485,47.707513634150416,679.2905555945265,674.2905555945265,6581,1317,304.1399999999994
477,1800.0,1,369.22744060380893,358.20000000001295,0,0,30,0,13.659224113871058,224,229,,,48.96112505842579,48.105978148914396,369.22744060380893,364.22744060380893,3582,717,159.32800000000134
455,1800.0,1,559.9673223055502,558.7000000000585,0,0,40,0,16.939513242662848,467,472,,,48.712620675076394,48.063316288725915,559.9673223055502,554.9673223055502,5587,1118,258.34300000000076
440,1800.0,1,712.3899404034771,683.8000000000869,0,0,35,0,15.342009065652872,459,464,,,47.76782756641549,47.74189906927691,712.3899404034771,707.3899404034771,6838,1368,312.67199999999866
391,1800.0,1,483.3483220727002,490.20000000004296,0,0,32,0,11.90128492759535,296,301,,,47.72531541752539,47.5412983033068,483.3483220727002,478.3483220727002,4902,981,219.21899999999732
412,1800.0,1,266.26638805426245,283.1999999999959,0,0,45,0,16.348746911401342,243,248,,,49.32032784272402,48.821257052458684,266.26638805426245,261.26638805426245,2832,567,129.15600000000268
461,1800.0,1,282.66752152300126,288.099999999997,0,0,30,0,11.429562803608604,171,176,,,50.643181779429995,50.706408991539405,282.66752152300126,277.66752152300126,2881,577,1028.4680000000008
432,1800.0,1,636.5140254589564,615.4000000000714,0,0,17,0,8.279122664500406,172,177,,,47.02162945367735,47.88442967257063,636.5140254589564,631.5140254589564,6154,1231,1178.6560000000027
483,1800.0,1,513.8434482532614,500.8000000000454,0,0,44,0,14.547215012976642,321,326,,,47.024970349581494,45.68111311454172,513.8434482532614,508.8434482532614,5008,1002,1135.5
446,1800.0,1,463.1345347344231,459.2000000000359,0,0,28,0,10.671674286958416,218,223,,,51.194484162681576,51.08438854837522,463.1345347344231,458.1345347344231,4592,919,1112.2030000000013
397,1800.0,1,520.0208365738853,510.00000000004746,0,0,37,0,12.04410899823564,219,224,,,49.88620565117717,49.976904806644015,520.0208365738853,515.0208365738853,5100,1020,1132.2350000000006
418,1800.0,1,552.8127096840722,532.9000000000526,0,0,53,0,20.906003752345217,412,417,,,49.21579803194107,49.09937122079419,552.8127096840722,547.8127096840722,5329,1066,1140.0939999999973
467,3000.0,1,459.458009628168,441.900000000032,0,0,46,0,12.760633484162897,230,235,,,47.60915962865461,46.19928705678923,459.458009628168,454.458009628168,4419,884,196.11000000000058
438,3000.0,1,439.03108996048155,421.2000000000273,0,0,32,0,16.188464277237124,210,215,,,47.34612275382771,45.77205335992585,439.03108996048155,434.03108996048155,4212,843,185.7809999999954
489,3000.0,1,376.287943098579,394.70000000002125,0,0,29,0,10.9693515704154,216,221,,,49.16368494766016,48.99350764077433,376.287943098579,371.287943098579,3947,790,173.17199999999866
473,3000.0,1,44.44340000000036,44.000000000000355,0,0,10,0,5.909297052154195,6,11,,,38.14947057173596,34.873106244531286,44.44340000000036,39.44340000000036,440,88,17.43800000000192
479,3000.0,1,91.58400376813813,94.39999999999891,0,0,17,0,7.715343915343915,30,35,,,48.69907210625263,46.66702796258765,91.58400376813813,86.58400376813813,944,189,36.671000000002095
452,3000.0,1,418.6225035489153,404.2000000000234,0,0,31,0,11.046500123670542,177,182,,,47.45567296770471,45.52655290618129,418.6225035489153,413.6225035489153,4042,809,170.53100000000268
424,3000.0,1,365.40581534494106,362.5000000000139,0,0,28,0,7.2570325427468285,144,149,,,48.92385067518095,47.28692184215359,365.40581534494106,360.40581534494106,3625,725,152.25
403,3000.0,1,427.7540832787353,397.30000000002184,0,0,38,0,16.472068444891796,261,266,,,46.46639720409436,44.828514087512204,427.7540832787353,422.7540832787353,3973,795,170.39100000000326
430,3000.0,1,20.433600000000023,20.40000000000002,0,0,10,0,7.009756097560976,5,10,,,35.47861878165901,31.828873396168596,20.433600000000023,15.433600000000023,204,41,11.703000000001339
409,3000.0,1,32.486600000000195,32.30000000000019,0,0,10,0,6.265432098765432,5,10,,,38.44002611422764,34.86448862657787,32.486600000000195,27.486600000000195,323,65,17.93800000000192
436,3000.0,1,43.44880000000035,43.10000000000034,0,0,11,0,5.048611111111111,7,12,,,38.84588079235182,36.59534559434356,43.44880000000035,38.44880000000035,431,87,21.82800000000134
495,3000.0,1,322.43022187226325,300.09999999999974,0,0,31,0,14.792804796802132,210,215,,,46.98835045829056,44.27101107422117,322.43022187226325,317.43022187226325,3001,601,137.07800000000134
444,3000.0,1,318.0669094503106,326.2000000000057,0,0,27,0,11.61170701808152,198,203,,,49.712118772516675,49.03734487090133,318.0669094503106,313.0669094503106,3262,653,149.75
458,3000.0,1,388.512527978133,372.80000000001627,0,0,31,0,9.716009654062752,155,160,,,49.42136109227713,47.28470380356157,388.512527978133,383.512527978133,3728,746,178.93799999999464
501,3000.0,1,291.7430413527209,291.79999999999785,0,0,15,0,6.203151764302843,92,97,,,46.32123562612027,44.73312351977649,291.7430413527209,286.7430413527209,2918,584,140.01499999999942
485,3000.0,1,507.17261079522666,501.3000000000455,0,0,39,0,17.70702034303949,424,429,,,50.67903020350972,48.98075811382197,507.17261079522666,502.17261079522666,5013,1003,249.15699999999924
